id_train,x,y,z
2664,0.257557,0.33518,2.10085
31800,0.162768,0.598779,-2.32658
50024,0.045945,0.194064,-1.973905
10941,0.199741,0.019867,-0.257532
66753,0.445624,0.039628,4.02196
24335,0.579767,0.634821,1.304126
13994,0.071702,0.200534,-3.753271
82119,0.809812,0.778241,-0.658472
14467,0.136294,0.419913,-0.200218
36143,0.748547,0.452598,-1.187769
9580,0.002335,0.647852,-3.494768
5225,0.744137,0.391653,-0.221889
26232,0.06569,0.710689,-2.808883
13175,0.537224,0.016587,-0.141715
25521,0.846998,0.2822,-1.399443
78950,0.060517,0.379065,-3.769613
57505,0.344869,0.092088,2.699879
33863,0.925765,0.397833,-2.741396
12328,0.139513,0.36051,0.415066
16555,0.718914,0.358251,-0.4904
6190,0.755764,0.803296,-0.049249
48709,0.073335,0.027466,-4.069671
26169,0.576074,0.713771,0.493573
70941,0.677729,0.399161,-0.963183
16234,0.935042,0.293904,-3.37664
58755,0.77641,0.549752,0.392537
85843,0.486702,0.956771,-0.798483
6256,0.217166,0.518471,-0.05963
29655,0.014725,0.245228,-0.837222
45308,0.17821,0.922606,-0.674038
35536,0.352911,0.941985,-0.491314
50182,0.551507,0.852094,-0.09303
5661,0.127352,0.545006,-1.532204
50821,0.988739,0.020981,1.521243
48666,0.958465,0.4318,-2.580387
69003,0.62858,0.009812,-2.208953
76431,0.285206,0.44329,0.614774
57743,0.596719,0.424079,-0.701174
26807,0.903258,0.044938,-0.118149
11216,0.939132,0.065507,1.559884
6253,0.184924,0.882475,-1.153977
70264,0.254276,0.127596,-0.816709
967,0.559396,0.417151,-0.459746
23820,0.111482,0.859403,-0.710309
2336,0.842756,0.603311,-0.246263
2978,0.342519,0.980591,-0.450953
25509,0.670558,0.81294,0.448592
27531,0.068849,0.11574,-3.538747
8500,0.138277,0.290593,-1.327114
20948,0.744076,0.408347,-0.827249
15480,0.298314,0.011246,3.506607
88647,0.880537,0.165042,-0.457186
22909,0.825528,0.935821,-1.810184
49108,0.000519,0.076509,-0.533419
72860,0.275212,0.856413,-0.645053
85238,0.736019,0.949905,-1.970295
28925,0.737545,0.770855,0.601455
87717,0.537484,0.166812,0.082851
44132,0.612497,0.60972,1.21422
70746,0.125124,0.440665,-1.267775
30360,0.793683,0.303426,-1.635609
24256,0.063981,0.862043,-1.158724
11241,0.108049,0.41706,-0.917687
55949,0.278874,0.852735,-0.647832
39788,0.068086,0.386481,-4.534558
17956,0.314702,0.297597,-0.16961
31003,0.480201,0.966018,-0.767891
17075,0.198352,0.34522,1.87783
50456,0.538598,0.721584,0.498676
12340,0.058457,0.391485,-3.692088
10728,0.852476,0.089647,0.873033
83296,0.640742,0.972259,-1.664713
83123,0.836591,0.045716,-0.37634
2963,0.543404,0.505974,-0.075814
74057,0.70399,0.478691,-0.429454
61335,0.95552,0.240879,-2.540412
44409,0.714351,0.183505,0.080856
43840,0.587549,0.084733,-0.662131
56133,0.46775,0.226719,0.143456
64944,0.474159,0.149325,2.122074
25046,0.610773,0.219318,-1.212881
66648,0.044572,0.096147,-2.435279
67120,0.084489,0.516793,-1.478338
72663,0.489464,0.730129,0.052663
55122,0.837812,0.322576,-2.846739
75789,0.639551,0.055421,-2.248346
65820,0.049012,0.906447,-2.154254
13002,0.324239,0.58143,-0.853593
25484,0.378088,0.329778,-0.554917
5761,0.813016,0.617502,0.201976
65767,0.981445,0.291951,-2.541894
46380,0.812451,0.491752,-1.005421
47317,0.325444,0.282551,-0.089197
42971,0.789288,0.561044,0.175902
25043,0.705852,0.762188,0.676432
65838,0.616266,0.455558,-1.178128
31840,0.096056,0.316854,-1.001593
36861,0.799115,0.904601,-1.445664
31689,0.486915,0.38265,-0.646154
14731,0.009842,0.945357,-2.206246
76755,0.603403,0.416739,-0.526001
19203,0.326696,0.001404,4.713442
11112,0.010559,0.967971,-1.348173
83639,0.183597,0.393194,2.481407
17620,0.94197,0.625345,-1.447531
85645,0.340139,0.211887,0.728008
84946,0.08423,0.976394,-0.835904
14677,0.660166,0.281605,-1.642214
83882,0.470863,0.023148,1.870502
61524,0.305516,0.23151,-0.5906
77179,0.465888,0.104799,2.548058
57998,0.058854,0.119081,-3.224409
47849,0.682765,0.663294,1.330316
6322,0.818967,0.874815,-1.228105
55181,0.168811,0.416922,1.619075
88555,0.118303,0.477302,-2.25509
9194,0.847578,0.79707,-0.71988
108,0.213993,0.288533,1.494683
35745,0.333196,0.041627,1.63135
2408,0.69604,0.517708,-0.237071
82317,0.29189,0.934707,-0.349442
62337,0.849577,0.322591,-2.627877
65633,0.288457,0.878828,-0.690488
55755,0.135058,0.747143,-1.849565
81045,0.844495,0.888823,-1.696262
33210,0.172854,0.081147,-2.60943
65212,0.494697,0.785992,-0.016231
49647,0.741726,0.790555,0.269106
71738,0.344198,0.672328,-0.981821
87907,0.103563,0.338643,-0.190254
75348,0.099001,0.510384,-2.064787
45692,0.646326,0.691371,0.992231
78475,0.758343,0.598383,1.102737
7099,0.462257,0.484291,-0.526161
34715,0.278248,0.279286,0.002401
50618,0.660151,0.082444,-0.864274
89175,0.711849,0.348745,-0.725536
89843,0.925551,0.118288,-0.081936
19341,0.340352,0.424506,1.044125
25158,0.88397,0.837507,-1.626332
78536,0.93167,0.159823,-1.097046
63526,0.758068,0.260746,-2.026546
11865,0.322698,0.633158,-0.413963
34604,0.457862,0.513252,-0.299682
64979,0.659831,0.165957,0.025245
88389,0.289677,0.776638,-0.368172
35024,0.00708,0.346212,-3.636783
56143,0.097169,0.969192,-0.912743
46736,0.896407,0.324498,-3.176138
62239,0.122225,0.234546,-3.154768
76778,0.105318,0.505745,-2.148117
76893,0.286152,0.537316,-0.799234
68347,0.11574,0.792279,-0.676314
147,0.762646,0.934401,-1.762164
41701,0.167849,0.731014,-1.875646
86202,0.566629,0.327092,-0.629874
74268,0.742489,0.095079,-0.701576
52527,0.865522,0.398856,-1.912562
49243,0.099046,0.07686,-2.767823
33116,0.946685,0.671366,-1.21279
11097,0.770275,0.849378,-0.821542
27993,0.209323,0.815793,-0.563795
4139,0.518166,0.686824,1.121785
25642,0.15404,0.769192,-1.319031
59465,0.711223,0.518151,-0.118598
84905,0.653468,0.262181,-1.64743
69912,0.587488,0.011185,-0.957031
74785,0.923476,0.685756,-1.346091
80820,0.748516,0.335988,-1.136919
6972,0.912032,0.201312,-1.56425
57706,0.886793,0.786023,-1.418302
49750,0.019547,0.625193,-4.826366
26828,0.662867,0.834699,-0.042286
89497,0.50251,0.781567,-0.237079
5813,0.695018,0.648508,1.301104
25154,0.341405,0.768048,-0.266727
21516,0.849149,0.423102,-1.516202
80534,0.488548,0.538369,0.512802
89239,0.371115,0.704616,-0.640295
33912,0.139757,0.793866,-0.596603
85070,0.606119,0.894209,-0.278142
13636,0.22121,0.743984,-0.504214
84894,0.364446,0.952102,-0.450994
31160,0.787259,0.295216,-1.901525
44986,0.149142,0.039811,-1.633946
44321,0.197162,0.162814,-5.436299
12135,0.046998,0.18883,-1.973218
70523,0.88249,0.402396,-1.952592
81056,0.379141,0.539117,-0.75505
36534,0.950393,0.654032,-1.339061
50231,0.931273,0.28925,-3.225361
47223,0.767391,0.989456,-2.120134
83451,0.122652,0.603967,-2.173932
33929,0.544213,0.631296,1.79131
82236,0.7019,0.871,-0.643375
67636,0.664591,0.225772,-1.852294
45194,0.440864,0.768475,-0.133021
59341,0.979416,0.228153,-2.900749
26821,0.225895,0.3402,2.521959
39961,0.191348,0.667185,-2.482842
27878,0.811429,0.270527,-2.253174
4028,0.366415,0.033402,3.01707
21977,0.748363,0.87425,-1.046364
36768,0.278813,0.000641,2.917962
24828,0.783856,0.228901,-2.15763
58696,0.567086,0.975814,-0.674558
88362,0.254856,0.219074,0.715632
28093,0.188403,0.680598,-2.63833
49573,0.439231,0.721889,0.052359
84463,0.023407,0.642954,-3.498142
75636,0.702083,0.378164,-1.185853
61914,0.032425,0.220142,-1.382784
11928,0.161791,0.331762,-0.549584
27793,0.894285,0.407584,-2.1465
25953,0.928374,0.619135,-1.577153
22775,0.619852,0.347478,-1.161654
45266,0.704387,0.064393,0.194394
19802,0.317128,0.982483,-0.464329
28114,0.613199,0.345663,-1.007633
22483,0.172457,0.102281,-4.214909
62893,0.41915,0.251102,-1.296721
55487,0.710185,0.7467,1.032705
58653,0.54316,0.188617,-1.477954
50771,0.542,0.1084,0.826346
62835,0.847303,0.891737,-1.799039
33320,0.607126,0.098772,-0.675426
82476,0.329366,0.414267,1.236005
19192,0.365011,0.736248,-0.698003
60978,0.569955,0.549325,0.511738
47689,0.559014,0.863951,-0.113216
52590,0.521004,0.181689,0.09334
63196,0.330404,0.374258,0.392536
22661,0.866163,0.373388,-2.347924
59281,0.961822,0.247272,-2.430763
82923,0.086656,0.363714,-1.271934
41492,0.490669,0.740337,-0.085028
17781,0.644739,0.553445,0.517936
63772,0.229267,0.289357,0.854647
47121,0.847074,0.314076,-2.297677
81335,0.133211,0.949172,-1.039541
13155,0.360937,0.942824,-0.502995
73090,0.938003,0.250752,-2.724605
49524,0.382467,0.906859,-0.640222
38893,0.790616,0.837064,-0.670691
83182,0.77847,0.644327,0.699371
17078,0.78024,0.075242,0.664219
7768,0.168872,0.562112,-1.899398
84548,0.77847,0.528405,-0.068715
15961,0.941756,0.220096,-2.534652
47923,0.363409,0.23772,-0.958301
89649,0.642298,0.054582,-2.198735
34255,0.28191,0.279957,-0.437983
4291,0.521447,0.66099,1.45246
64556,0.197665,0.851148,-0.731742
65772,0.836759,0.985458,-1.810011
6046,0.209079,0.36408,1.797066
8527,0.908019,0.072984,0.685666
11084,0.923415,0.22652,-2.608624
67270,0.887907,0.222293,-1.621218
12177,0.756649,0.601312,1.289306
16579,0.799145,0.950622,-2.039487
28552,0.560357,0.410437,-0.515248
16473,0.225254,0.768353,-0.355719
1209,0.316991,0.19382,1.872818
24022,0.415045,0.708919,0.129679
84665,0.51519,0.228199,-1.05815
54663,0.47747,0.983505,-0.926233
60426,0.262394,0.746822,-0.026535
34108,0.734127,0.231083,-0.807854
22730,0.611246,0.373068,-1.617139
65909,0.247089,0.72137,-0.032519
41682,0.310979,0.996185,-0.428199
39246,0.701808,0.380484,-1.175227
47892,0.844862,0.326528,-2.488486
62232,0.748318,0.471366,-1.121767
52981,0.97293,0.664103,-1.364332
83103,0.157397,0.361212,0.725924
20675,0.320653,0.587976,-0.893663
35888,0.168978,0.688777,-2.882169
68310,0.201221,0.693263,-1.771215
21493,0.465232,0.83714,-0.35146
63552,0.537682,0.837156,0.112534
79888,0.321401,0.71194,-1.199819
32547,0.53193,0.800916,0.092085
84659,0.185107,0.061341,-1.981831
42672,0.026246,0.292988,-2.846505
74904,0.27097,0.94696,-0.452311
39142,0.230884,0.022431,1.97554
42805,0.86688,0.591333,-0.959215
55725,0.563531,0.746136,0.216648
21746,0.74255,0.687236,1.172152
83968,0.500725,0.626505,1.180724
60677,0.163256,0.941283,-0.752777
36519,0.803723,0.894453,-1.353709
78070,0.332998,0.251698,-0.040513
49414,0.613809,0.421469,-0.721933
58778,0.254826,0.104524,-1.181499
68025,0.983291,0.748379,-1.385832
78884,0.937987,0.433097,-2.748286
24151,0.55256,0.152041,-0.391478
10675,0.912016,0.711269,-1.190849
86667,0.009796,0.297887,-3.393435
14512,0.00885,0.54081,-4.840665
66728,0.689448,0.364096,-0.96347
70487,0.606806,0.716991,0.553664
4078,0.557076,0.023682,-0.187333
16427,0.282017,0.503227,-0.243661
45398,0.550225,0.578836,1.353626
78145,0.534966,0.682139,1.067901
73365,0.309712,0.626673,-0.388707
37436,0.415015,0.633097,0.16946
51278,0.305074,0.724849,-0.594677
45990,0.534401,0.623636,1.694791
51226,0.929335,0.26453,-2.380385
67944,0.28127,0.557305,-1.068548
59748,0.560906,0.79678,0.35586
69809,0.444236,0.309728,0.02796
52270,0.377813,0.224903,0.258259
27496,0.101442,0.924605,-1.248491
22858,0.642847,0.014023,-2.389722
16733,0.926741,0.868009,-1.803777
78495,0.096574,0.907317,-1.528138
13126,0.911055,0.188159,-1.171521
40292,0.081559,0.362158,-1.491226
48020,0.391745,0.904204,-0.651237
67569,0.784207,0.917556,-1.488614
34540,0.686397,0.262501,-1.872677
35382,0.80351,0.45919,-1.430645
80580,0.927062,0.481895,-2.859482
44139,0.065034,0.136599,-3.845351
37669,0.67068,0.836851,-0.026766
64839,0.740108,0.919112,-1.562531
51730,0.623621,0.387442,-1.624457
35171,0.809216,0.816358,-0.990031
64923,0.674601,0.613306,0.923462
68600,0.026413,0.23508,-1.883684
17790,0.267399,0.203555,0.914573
78527,0.427115,0.687282,-0.134401
14291,0.039857,0.880781,-2.651096
78740,0.026215,0.19617,-1.472939
43121,0.84416,0.727047,-0.910609
23144,0.172961,0.011627,-2.400536
60403,0.263188,0.882643,-0.810035
4332,0.247501,0.897246,-0.839247
37327,0.385733,0.105989,4.20214
17524,0.695094,0.19295,-0.945874
34476,0.610727,0.307622,-0.730522
7665,0.008301,0.181704,-1.576475
8374,0.56875,0.79884,0.447434
55687,0.558923,0.112474,0.234366
79338,0.87631,0.487968,-2.097423
45809,0.395087,0.491295,-0.51007
8678,0.525994,0.642023,1.897562
32086,0.526207,0.265507,-0.678651
72127,0.813138,0.25417,-2.476273
72094,0.28426,0.165805,0.547192
44234,0.193515,0.092012,-3.247537
46913,0.233997,0.529152,-0.136926
82264,0.584726,0.373007,-1.132524
3525,0.464485,0.955383,-0.820766
41664,0.115145,0.819532,-0.244245
39698,0.751278,0.346181,-0.46918
23940,0.802335,0.055985,-0.074065
66422,0.40444,0.335439,-0.318842
37470,0.183658,0.644907,-2.157355
45560,0.515145,0.408728,-0.862388
63643,0.616052,0.950866,-1.09986
78854,0.210361,0.064454,-1.206988
39847,0.913451,0.114351,0.357511
6504,0.494636,0.916945,-0.586977
30187,0.513008,0.872084,0.139153
10594,0.120592,0.522499,-1.337119
3309,0.096437,0.887755,-1.198037
34187,0.227481,0.459022,1.295899
1402,0.644816,0.68394,1.029689
87181,0.635142,0.137819,-0.866234
64792,0.60705,0.046326,-1.450825
86881,0.683528,0.500969,-0.139936
74468,0.485359,0.483284,-0.178292
34320,0.213611,0.449439,1.374221
18254,0.098222,0.854353,-0.819709
78409,0.039536,0.578729,-4.854174
45294,0.314137,0.228077,-0.150507
473,0.15555,0.976486,-0.762719
22593,0.008804,0.185183,-1.356769
18208,0.86862,0.583078,-1.012115
68396,0.875059,0.281392,-1.548824
39036,0.032654,0.488167,-3.423995
45527,0.124941,0.850126,-0.77397
47054,0.750027,0.392691,-0.127952
79923,0.604578,0.745983,0.360531
27792,0.266087,0.560189,-1.003418
50421,0.055589,0.09984,-3.703342
85886,0.881071,0.080262,0.681654
73029,0.05156,0.481849,-4.092355
74627,0.58587,0.572961,1.000975
13888,0.792721,0.475563,-1.315322
22179,0.054063,0.609873,-4.046565
80181,0.354971,0.468162,1.057581
64900,0.56112,0.916976,-0.959533
7112,0.016587,0.806256,-2.39717
10707,0.888533,0.294362,-1.905487
72850,0.980591,0.000626,1.4762
8793,0.5449,0.814801,0.132636
69624,0.178531,0.613367,-1.805909
75477,0.759854,0.069718,-0.637291
51286,0.416785,0.297505,-0.588772
60489,0.950057,0.721523,-1.343674
72501,0.535805,0.238331,-1.926039
13331,0.348348,0.751797,-0.51912
22724,0.087861,0.255863,-2.862567
46436,0.85388,0.565637,-0.486355
66928,0.272267,0.546502,-0.635287
56073,0.061997,0.213367,-3.438334
3215,0.894179,0.033188,-0.410921
57577,0.149218,0.259892,-3.458294
43302,0.30367,0.098985,1.086627
38321,0.895201,0.544533,-1.487701
81062,0.906996,0.890883,-2.057456
31699,0.926467,0.087236,0.9791
83227,0.975555,0.751843,-1.281463
13903,0.822217,0.898207,-1.508313
21187,0.311177,0.660258,-1.262255
18025,0.278462,0.730861,-0.218811
46439,0.760739,0.537819,0.625737
45947,0.884047,0.294926,-2.04894
22091,0.112612,0.353826,-0.447701
43347,0.486458,0.688319,0.728522
342,0.188128,0.549599,-0.847081
19320,0.083589,0.128511,-4.508334
60384,0.124132,0.143008,-5.181652
15481,0.249928,0.015106,3.410183
28217,0.007797,0.704601,-1.947119
76537,0.356985,0.720119,-0.694712
27482,0.890425,0.347539,-2.823561
36390,0.390127,0.847166,-0.638379
79466,0.853147,0.10045,0.784706
69425,0.804746,0.518288,-0.811608
73421,0.591318,0.768963,0.522227
86682,0.838575,0.544305,-0.643916
67915,0.702571,0.841794,-0.107503
38706,0.071275,0.601999,-3.056339
68084,0.905882,0.408804,-2.177545
64528,0.649287,0.379446,-1.328259
60691,0.39559,0.632837,0.157328
25669,0.418738,0.410697,0.616214
70738,0.831754,0.568994,-0.247173
54497,0.62005,0.017395,-1.558218
3726,0.101274,0.717647,-2.380007
26351,0.332448,0.370367,0.288016
9985,0.500069,0.503883,0.092748
26845,0.42089,0.292592,-0.682634
84632,0.958083,0.029831,1.8307
3431,0.636667,0.83122,0.2877
73907,0.989853,0.578164,-1.612566
53025,0.07071,0.380896,-3.489697
55009,0.97322,0.128908,1.166898
1789,0.383215,0.332586,-0.475845
53737,0.800076,0.37966,-1.250837
74227,0.12462,0.081254,-1.848784
63360,0.90779,0.625101,-1.307066
18958,0.909071,0.604364,-1.507246
54141,0.052537,0.96701,-1.143294
31536,0.985779,0.751781,-1.308699
71102,0.472511,0.871351,-0.46445
3505,0.472358,0.917006,-0.496379
76608,0.086564,0.575723,-2.986353
75561,0.925399,0.001572,0.254502
38158,0.441276,0.819577,-0.168707
82067,0.635096,0.284718,-1.280082
28121,0.682567,0.481132,-0.402241
87258,0.714061,0.322515,-1.278876
52430,0.021439,0.279377,-1.707572
40006,0.285603,0.614664,-1.182801
37538,0.162219,0.577966,-1.527944
49087,0.475547,0.192096,0.988815
89457,0.639841,0.678874,1.149055
48001,0.001389,0.938399,-2.331457
9662,0.712444,0.899672,-1.064687
46947,0.36347,0.08368,4.024581
74161,0.259785,0.697841,-0.528385
73291,0.297536,0.582147,-1.536131
83878,0.500862,0.086641,1.607295
67751,0.837354,0.578347,-0.369861
62371,0.706935,0.699458,1.519482
63566,0.657481,0.812726,0.549569
41947,0.552789,0.502983,-0.391283
47488,0.556954,0.082979,-0.223972
56138,0.348653,0.710109,-1.150945
5019,0.825071,0.735973,-0.653027
52969,0.641184,0.688319,0.91055
17300,0.165011,0.650523,-2.887545
18095,0.021576,0.216022,-1.150166
86104,0.689311,0.30042,-1.206929
81903,0.52549,0.766934,-0.076306
78506,0.092164,0.527611,-1.083618
62088,0.46923,0.418402,0.347183
49843,0.918837,0.693294,-1.222503
39574,0.921477,0.20589,-1.814064
20781,0.032288,0.104723,-3.110974
83240,0.838025,0.622934,-0.379928
46434,0.815473,0.607263,0.341033
59496,0.530999,0.158419,0.318708
71910,0.503243,0.451804,0.15394
56179,0.253086,0.23888,1.069783
73752,0.961089,0.083879,1.317525
5660,0.208804,0.30988,1.579074
82372,0.03859,0.133104,-2.196507
56547,0.826932,0.916472,-1.577078
9541,0.434226,0.143862,3.127248
