"id","z1","z2"
70,-3.854172066,-1.551626
71,-1.906872809,-1.4084
72,1.836924094,-1.561142
73,5.472025229,-1.350767
74,-2.315275437,-0.582474
75,-2.221848923,-0.062468
76,5.339423405,0.688489
77,1.937308812,-0.79818
78,-1.887955599,-0.530832
79,2.669461408,-1.745314
80,-3.988185628,1.230622
81,2.74178549,2.060251
82,2.993810462,-5.730288
83,3.554789339,-1.327226
84,5.859418621,1.227945
85,4.214976608,0.711375
86,3.384430598,-1.416385
87,1.946813626,0.012629
88,-0.879904647,3.62682
89,-4.156171839,-0.196409
90,-0.145704574,-2.957717
91,0.712437644,-2.842191
92,0.616124853,0.454998
93,1.474293077,-0.619391
94,0.414187277,-3.377548
95,3.153055506,-2.451769
96,0.011959687,-2.251308
97,3.036358258,-0.288055
98,-1.123000184,-0.840769
99,0.527099145,-0.814227
100,1.741973745,-0.923605
101,-3.367944306,-0.577199
102,-4.253545831,1.584627
103,-3.159789387,1.833915
104,-2.974285505,-0.221514
105,-2.470103454,-0.729604
106,-3.430585506,-0.405165
107,-2.40404029,-0.949787
108,-1.836801905,-0.473311
109,-2.712495642,-2.469215
110,1.092777784,1.052665
111,0.954750661,0.330085
112,-0.162284259,-0.951969
113,-4.015780299,-3.08064
114,-2.430362065,-0.543881
115,-0.306270073,0.073336
116,-3.005628079,-0.703221
117,1.467445934,3.562771
118,-0.062789205,-0.779257
119,-3.834651653,-0.882653
120,0.405878087,-1.601418
121,-4.325335843,1.230347
122,2.47761944,-1.623341
123,3.605481251,-0.905124
124,-1.512377109,0.344809
125,-0.194473729,-1.402654
126,0.218045769,-1.414644
127,1.218860383,1.72941
128,-4.129109275,-0.80654
129,-3.5446804,-1.687824
130,0.5253074,4.721922
131,1.071439587,-1.008939
132,-2.076179739,-0.514579
133,-0.856508867,-1.347786
134,-0.850321369,-1.098031
135,-2.420869236,-2.463026
136,1.660888082,-0.365062
137,-2.794617838,-2.428268
138,0.049042558,-1.594959
139,-3.854618983,-0.645669
140,0.42480594,0.353563
141,-0.056752457,-1.406576
142,-3.490900253,-0.973568
143,-0.916649422,-3.132859
144,-1.717994346,1.383551
145,0.611344661,-2.389208
146,-0.724139764,-0.613834
147,4.020814464,-0.712294
148,-0.072733728,-1.153496
149,-3.683162412,1.070937
150,-0.042279017,-1.306417
151,3.877778424,-1.272122
152,0.035325003,-0.602476
153,2.295764769,-1.114154
154,0.0134179,-1.96509
155,0.286309354,-4.51475
156,-3.514796993,-1.314782
157,-3.452094273,-0.223115
158,-3.113026185,-0.701358
159,-0.512890133,0.780258
160,0.663152042,1.307105
161,-1.207525523,-2.443119
162,-0.214555873,-0.931204
163,-2.589799499,-0.624244
164,-1.290269812,-1.936087
165,-2.12624235,0.349036
166,-2.742256813,-1.281583
167,-2.054226303,0.175429
168,-4.101370976,-1.776338
169,3.129681844,-0.382418
170,-1.210380352,-0.417199
171,1.126226079,0.061656
172,4.009130127,-1.770756
173,-0.002047071,3.530417
174,-1.254815893,-0.603419
175,3.187336757,-0.328625
176,-1.727990927,-2.92809
177,1.061689631,0.174245
178,1.227468423,-0.648787
179,-1.459861034,0.954317
180,2.482714762,-1.522138
181,-0.615485018,-0.064299
182,0.278006994,-1.72483
183,-1.843340381,-4.70277
184,0.148221606,-1.015373
185,0.502021018,-2.465505
186,-3.900532463,-1.506921
187,-1.089680277,-0.743138
188,-0.021929759,-0.841339
189,-3.272958216,-1.431308
190,-0.057467327,-2.324957
191,-1.756014568,-1.690338
192,-3.970582218,-4.991991
193,-2.043478087,-1.327437
194,0.625435439,0.447644
195,-1.386189294,0.913084
196,4.841056653,1.173017
197,-2.866628572,-1.157082
198,-0.630353762,2.619594
199,-1.828128818,-2.663623
200,-0.073098385,-5.078732
201,-0.903396174,1.031052
202,-4.181421295,-0.709317
203,-3.032403103,-0.366118
204,-0.069025927,-0.806177
205,0.208601654,-1.361243
206,1.5677908,-1.513294
207,1.948021611,1.377207
208,1.143799931,1.872115
209,-1.207129704,0.072871
210,5.189801623,0.364215
211,-3.492753054,-0.663063
212,0.389562635,-4.422731
213,-1.83425874,-2.095828
214,-1.443130212,0.957601
215,0.425467047,0.905397
216,-3.37102489,-6.398025
217,0.70174974,-0.087844
218,-2.49055143,0.60978
219,-1.418989874,-0.882991
220,0.868492716,-0.762589
221,-4.039008269,-1.167277
222,3.513720863,-2.637199
223,4.910608062,1.014344
224,-2.832226992,0.028564
225,1.565683405,-0.158472
226,2.650334021,0.273067
227,-2.491105413,-0.414998
228,-0.777282862,-1.449909
229,-0.236767174,-0.866004
230,-2.586561942,0.299183
231,-2.154407937,-0.907118
232,-0.519108661,-0.890653
233,-3.72925978,0.690806
234,-3.964839685,-3.616907
235,3.104072917,2.669303
236,2.773752753,-1.60603
237,1.006102844,-0.919339
238,-1.260139016,-1.51363
239,-2.97982551,0.213413
240,0.495795237,-0.918457
241,-2.602662522,1.206571
242,1.382989217,-3.623958
243,0.272418532,-1.18007
244,2.059524356,1.258975
245,1.649693662,-1.675161
246,-2.991891775,-1.638967
247,3.644294586,-4.422898
248,0.871592137,1.255634
249,2.490844892,-1.619483
250,-3.996321619,-1.245929
251,0.217824041,-1.192728
252,1.524703227,-0.652256
253,-4.013025613,-1.464507
254,0.341080668,-0.440238
255,-3.361884757,-0.568555
256,0.043821094,0.235172
257,-3.825410845,0.757397
258,-2.136152618,-0.145106
259,-4.167588847,-0.265619
260,-2.725214972,-0.591549
261,-4.10355227,-1.439166
262,-0.993119129,-2.130571
263,0.377644907,0.084753
264,1.114059369,-1.739303
265,-0.450787989,-0.617019
266,-2.48121247,-1.313539
267,-4.077454956,-0.041584
268,-0.661524765,-0.611778
269,0.091415871,0.104811
270,5.133741646,-4.380512
271,0.872545603,-2.648996
272,-2.910197489,-4.845735
273,3.213322291,-0.129691
274,1.393972538,-2.389064
275,-1.131550438,-0.603582
276,1.126133753,0.273708
277,-0.893023342,-1.1448
278,-1.174832211,-0.092587
279,1.161913925,0.141893
280,-3.946744906,0.490881
281,0.828763268,-2.556049
282,0.564291291,-3.280131
283,1.707219961,0.730924
284,5.705997174,-1.14941
285,-0.431827639,-0.888156
286,-0.988911238,-2.706634
287,-0.122512804,0.496136
288,-1.042207416,-2.162438
289,-1.193913077,-2.720115
290,-3.278555899,-1.798354
291,-0.548437955,0.256014
292,-4.109321222,-2.755768
293,0.929145712,-1.254048
294,0.733014899,-1.561794
295,-2.962277195,0.348715
296,1.300820694,-4.361889
297,-2.152599974,-0.130357
298,3.034945818,-0.671951
299,-1.451946037,-3.296746
300,-0.614558601,-5.318446
301,-0.544254463,-4.395107
302,0.22456423,-2.077811
303,0.377741371,0.612429
304,0.160712699,-0.567738
305,4.054033294,0.519972
306,2.899880539,1.137636
307,0.392905869,1.236521
308,-4.018841869,-0.320324
309,-4.018458191,-0.92567
310,0.017094717,-1.28958
311,1.947894525,-3.826521
312,4.035793174,-0.145658
313,-1.260456877,-4.595531
314,-3.406032419,1.941161
315,-2.855986178,-2.052544
316,-3.989505096,-2.791474
317,0.583349904,-0.523131
318,-3.840813524,-1.902937
319,1.46835537,1.860312
320,3.471589729,-2.255709
321,-0.95113175,-1.178498
322,0.341101882,-3.379945
323,-1.888726561,3.556482
324,-2.621230211,1.020195
325,0.912676893,-1.380378
326,1.207218799,-0.44221
327,6.445188461,-1.440069
328,-4.249879584,-0.618248
329,4.426993417,-3.121124
330,-3.489276753,-3.58849
331,-0.565813311,-0.169663
332,0.77112431,1.372069
333,-4.016642681,-1.303984
334,3.120622916,-0.413813
335,0.515923912,-1.109767
336,-0.355631031,-1.29015
337,2.708119413,-2.970286
338,-3.98547023,-0.705321
339,-1.320841725,0.003588
340,0.432411044,-5.153234
341,0.92473052,-1.984394
342,3.511669311,-0.37751
343,-0.255045432,-1.658105
344,0.312685638,0.824885
345,3.195681832,-0.327802
346,3.924719837,1.239497
347,-2.780854096,-0.805961
348,-1.719834263,-1.294379
349,1.324420569,0.270436
350,1.368227092,0.486771
351,-3.409161887,0.707515
352,-0.541840822,-1.309726
353,-3.960456476,0.209992
354,-2.030472971,-1.658796
355,-4.344457272,0.142702
356,-4.120171977,0.377505
357,0.366208793,0.158402
358,-1.900623609,-0.375231
359,-3.395510187,-1.054393
360,0.651078898,-3.417374
361,-3.775194633,-0.762898
362,0.52421866,-5.910341
363,1.275354176,-0.846473
364,-4.238569589,-0.667504
365,0.575448585,3.943489
366,-3.677112366,-0.835
367,1.322412077,-0.071482
368,0.130542773,3.322503
369,-0.570760299,-2.571842
370,0.017778246,-0.352707
371,-1.7900746,-1.324809
372,1.738133956,-0.457536
373,-0.12964791,1.275724
374,0.915736788,-1.862575
375,-4.293298182,-0.883392
376,-0.925706939,-1.492968
377,-0.016900284,-0.53245
378,-3.271220773,-1.189944
379,-2.333637453,1.027728
380,0.330026059,2.824173
381,0.869441063,0.986291
382,0.693177918,-0.068521
383,1.431594379,-0.281876
384,-2.497926299,-2.052803
385,2.357294286,-3.246084
386,0.432297115,-0.684894
387,0.843311908,0.752181
388,0.687177919,-0.343915
389,4.924469068,0.630403
390,0.717189449,-0.165167
391,-3.04873068,-0.674068
392,-0.828180366,0.994125
393,-3.907715764,-0.49424
394,-1.140508694,-0.16381
395,0.69683776,0.350296
396,-1.042475238,-0.097971
397,-0.532226026,-1.287612
398,-1.897968584,-1.665328
399,-1.100260422,1.251643
400,0.101846661,0.12431
401,0.267368073,-1.449445
402,1.47863233,-0.415037
403,-3.969143014,0.623593
404,-1.10505517,-0.582704
405,1.298439897,-0.814863
406,-1.384583655,-1.315749
407,1.246417533,0.576647
408,-0.006731153,-1.318003
409,-1.125140904,-0.309005
410,1.539157178,0.514671
411,-4.29722177,-4.413553
412,4.437036422,-0.550716
413,0.731943901,-1.065405
414,0.83930137,-0.68399
415,0.474394303,0.308789
416,-0.114636533,-0.667888
417,-1.17944668,-0.371142
418,-2.906023409,-1.533242
419,-3.202001219,2.471108
420,0.342100583,-1.230108
421,-4.186536965,0.696475
422,0.342467946,-1.828648
423,-0.41108923,3.61122
424,-4.47556276,-1.389867
425,5.312793562,-1.852516
426,1.717318144,0.003501
427,-1.54864439,-4.57721
428,-0.160788691,1.476694
429,2.18087957,-0.525347
430,-3.724784674,-0.350154
431,-1.015036306,-1.439503
432,-0.818172834,-3.051132
433,0.604030299,-0.555345
434,0.303288976,-1.321601
435,-2.4149113,1.184608
436,1.430822029,-2.595728
437,0.212351988,0.189884
438,-1.809920803,-0.200717
439,-1.034282776,-1.321171
440,-2.327809826,-1.762825
441,-1.010390341,-1.923385
442,1.033782388,1.02533
443,1.048599825,-0.48119
444,1.142552538,-0.188195
445,0.242305395,-2.016379
446,-2.553793692,-0.185246
447,-0.681140964,-1.235133
448,4.856868242,-1.003574
449,-1.849976148,-0.71225
450,0.161438129,-0.783065
451,1.301562317,0.931168
452,-2.945988811,3.76424
453,2.581042175,-4.8725
454,3.713625693,-1.279203
455,1.497308125,-1.551531
456,-1.19730526,2.241199
457,0.557458557,-1.103293
458,0.231368135,-0.33587
459,-2.648233881,1.402415
460,0.854857613,-7.310571
461,-4.087166596,-1.635477
462,-3.940888165,1.141117
463,-1.101596972,-2.734668
464,0.327947564,4.271002
465,-3.307345097,-1.614235
466,-4.005309026,-0.783398
467,2.754748513,-1.992106
468,0.431881496,-0.914868
469,-1.288684555,2.472058
470,0.417158668,-1.284452
471,0.601419392,0.768606
472,-3.6933682,-1.266431
473,0.134226701,-1.454535
474,3.672020325,-0.735473
475,-4.461568377,-2.267207
476,-1.777612206,-2.265361
477,-1.906073064,-4.207504
478,-2.631090164,-3.089009
479,1.080601685,0.808619
480,3.435176843,-2.320632
481,-0.531718217,1.271651
482,-4.030649487,-0.715097
483,0.593974656,-0.745765
484,3.817589419,-0.476622
485,-1.044051515,4.04134
486,0.445679475,-1.883291
487,5.140003968,-0.309963
488,-4.179063646,-4.629358
489,0.018336668,-0.404632
490,-0.221671389,0.829609
491,-1.535847772,2.17634
492,2.588176739,-0.419839
493,-3.819214639,-0.5505
494,-3.569116784,-4.250361
495,-3.124431687,1.331677
496,-3.268292334,0.027499
497,1.410853622,0.663806
498,-0.584824113,-2.123462
499,-1.390318194,-1.808963
500,1.009973597,-0.454266
501,-1.709203641,-0.379768
502,-0.746957401,-0.368754
503,-1.737048203,-3.211759
504,-2.774667001,0.953602
505,-2.318760771,-1.862342
506,2.177808531,-1.777208
507,1.577752992,0.498313
508,-1.492079027,-3.745986
509,2.734486995,-0.772089
510,0.442932579,-0.787868
511,-4.00300733,-0.022129
512,-1.033676567,-0.994191
513,-0.263834656,-1.337536
514,0.439819344,-0.64528
515,-0.644140065,-1.187169
516,-4.013338419,-1.476157
517,-1.257136797,-0.192036
518,0.262317398,-1.466095
519,1.477435088,-0.897642
520,1.565952212,0.735424
521,0.564516962,-0.56618
522,-0.334930011,-1.305808
523,0.248337598,-2.507462
524,-1.470012239,-0.060269
525,-1.783576825,-0.13409
526,-1.098447638,-1.357678
527,-3.800849655,-0.03768
528,-2.807829698,-1.162449
529,1.371778798,-1.68583
530,0.733475838,-0.729678
531,-3.126241759,-0.218192
532,0.231669462,-0.623474
533,6.031304288,-1.599807
534,-4.353168864,-2.673538
535,-2.39511137,-0.164419
536,-2.557506126,-1.23286
537,-1.900853049,-1.82844
538,-0.251304388,4.423173
539,-3.438430038,-3.959388
540,-1.015135217,-2.794858
541,-0.36286871,3.962342
542,0.996384515,0.109519
543,-4.234723892,-1.458414
544,-3.457158674,-0.98427
545,0.580294563,-3.070783
546,-4.025497863,0.183452
547,1.126131662,1.099867
548,-1.983295515,-1.925984
549,1.372086714,-0.359561
550,5.643910893,-0.17955
551,-0.072741329,-2.849557
552,-1.408112861,-0.032576
553,-2.21173317,0.204402
554,0.386147265,-3.436423
555,0.923465136,3.277674
556,0.839766856,2.847144
557,-2.231921067,0.92726
558,0.67805889,-3.003438
559,-1.952023095,-0.423705
560,-2.564656713,-1.678985
561,3.995161057,0.048422
562,-0.604646264,-0.855191
563,4.303790922,-2.937669
564,-3.428668231,-2.026516
565,-3.891299799,-4.020247
566,-3.002779382,0.154895
567,0.5576192,-0.901421
568,5.266482285,1.023768
569,-2.548962135,-0.419234
570,0.092671689,-0.233669
571,-2.834977697,-5.14176
572,-1.707193485,-0.636173
573,1.249929146,1.338745
574,2.164374321,-2.157328
575,1.756415191,-1.273033
576,-0.650807894,-2.970577
577,1.095497786,0.579249
578,0.862315347,-1.873101
579,1.920841123,-1.207873
580,0.495566754,-0.667397
581,-0.043043881,-0.828659
582,-2.82230944,-0.078399
583,2.761409915,-1.543228
584,-1.336223517,2.151388
585,0.619793598,1.168828
586,-3.887025198,-1.768894
587,0.25708156,-0.787589
588,1.905534812,0.587925
589,-2.764359528,-2.02888
590,0.613504261,-0.26256
591,-0.357535919,-3.980739
592,0.464137227,0.059854
593,1.110421884,-2.119493
594,-1.043622504,0.260342
595,-3.591446765,-0.375315
596,-0.322519511,-1.045734
597,0.05429867,0.1128
598,1.179054773,0.224042
599,0.168886284,-1.363581
600,-0.191291342,-4.74171
601,-2.416250266,-1.473594
602,0.472385994,0.08244
603,0.939777918,-1.477392
604,0.128537368,-0.531978
605,-2.011969053,0.377952
606,-1.724161544,-2.491282
607,-2.795094787,0.130326
608,0.896146186,-0.999824
609,3.011781004,0.064535
610,1.294199398,0.744065
611,-3.40852581,-0.936901
612,1.047757078,1.86616
613,0.336449049,-0.331363
614,-4.435202847,-1.641047
615,-3.451789352,-0.396805
616,0.247334944,-0.216157
617,-0.842308152,0.989054
618,2.485107995,-1.205169
619,-1.641811114,-0.05808
620,-0.557242923,-0.444226
621,-3.273786909,-1.238958
622,-0.473157563,1.057607
623,-0.186933287,0.031949
624,2.427005097,-0.638628
625,1.182330733,-1.971493
626,-1.996967895,-0.503486
627,-4.100015103,0.80171
628,-1.508446191,-0.649863
629,1.067396348,-2.228289
630,-2.294102953,2.70857
631,-1.559398563,-1.602289
632,0.886541022,1.748028
633,1.849867477,-0.021897
634,-2.929293803,-1.154792
635,0.231800664,0.193223
636,1.528050899,-2.215303
637,-1.88607293,-1.101275
638,0.493790966,-0.765614
639,-4.021842581,-2.611524
640,-3.790612951,-0.692303
641,1.21858309,-1.776717
642,0.79036906,0.605888
643,-2.052708021,-5.134887
644,2.795993505,-1.581638
645,-2.648482417,-0.480294
646,0.231368298,-0.132249
647,-4.210510386,-2.198611
648,-1.451594781,-1.906321
649,-3.772713208,-1.015697
650,0.138054071,-1.950558
651,2.150295524,-0.813547
652,4.855261168,0.872885
653,-3.824428667,-1.462027
654,2.809749993,0.327678
655,-2.055609251,-3.187804
656,-3.95213225,-1.262859
657,3.554437703,2.534713
658,-2.240102624,-0.76288
659,-1.669184777,-0.296584
660,2.447263863,-0.467174
661,0.158983574,-0.693531
662,-0.06710615,-0.11894
663,-3.20443177,-0.28669
664,1.6243339,-2.363799
665,-3.646585531,1.600379
666,4.655353125,-1.643181
667,3.999875149,-0.735122
668,0.737549375,1.249252
669,0.6167272,-5.747627
670,-1.345120195,-0.121374
671,-3.896577045,-0.755022
672,-0.692223866,-0.350168
673,-0.379580848,-1.616248
674,0.428236007,-1.211286
675,0.049547975,-1.388257
676,0.095616368,-1.475972
677,0.495843185,-0.676301
678,1.696571825,-1.21654
679,-4.303074334,-1.844729
680,-3.10887353,0.090967
681,1.335692356,0.554755
682,2.719872375,-2.836154
683,-0.261381755,0.728272
684,-2.039874219,-0.061208
685,0.279245517,-0.405849
686,-4.375967333,-0.640725
687,0.86454558,-1.689653
688,2.544246843,-1.503509
689,-0.002318815,-0.872332
690,-3.774773276,0.347532
691,6.357336745,-0.908002
692,0.494016421,3.715148
693,3.315990823,-0.223015
694,0.485892169,-2.995164
695,-2.678192427,-0.066935
696,-3.454673736,3.250108
697,-1.159750684,-6.70152
698,-3.882363098,-1.484008
699,2.283498418,-0.571632
700,-0.944299789,-0.103281
701,0.519609149,-1.983275
702,-2.454254801,-0.993835
703,-0.054443526,-1.615092
704,4.703578809,-0.602763
705,0.261172027,-3.628941
706,-0.167394022,0.061001
707,6.086293899,0.291862
708,-2.438350126,-0.477485
709,0.234733703,-0.067628
710,1.33952116,-1.197468
711,-0.519633358,-1.883839
712,-0.880586441,-0.573654
713,-3.609603082,0.068158
714,-0.353892938,-0.801595
715,4.291331823,1.687052
716,-2.067528626,-1.471474
717,-0.54325937,0.15279
718,4.813509655,0.774338
719,-3.512396035,-1.326963
720,0.685330737,-0.467565
721,-3.938033307,-1.935735
722,-3.83101069,0.407297
723,-1.627299651,-2.172029
724,7.418031523,-1.406317
725,-1.496677295,-3.30171
726,-0.408811497,-2.137518
727,0.009326468,0.336877
728,4.834781174,-1.074416
729,-0.985602879,-0.17536
730,1.174266374,-0.656958
731,-0.608771591,-4.794349
732,-0.291127509,1.25694
733,-1.50728097,0.798286
734,-1.466930217,-0.749929
735,-1.68121695,-0.034028
736,0.787706196,2.594401
737,0.534735098,-5.749735
738,1.234726522,-3.86059
739,0.131606868,2.55181
740,3.960748576,0.763295
741,0.482752826,-1.52936
742,0.368403706,-2.777515
743,6.029867912,-1.579663
744,1.308306827,0.155681
745,-1.138080198,0.783815
746,0.346945139,1.380864
747,5.013360848,-0.928926
748,-4.064180341,-0.61507
749,3.545984995,-0.070177
750,-4.19315003,-1.69278
751,0.697958659,0.099507
752,-1.172570833,-1.584161
753,0.204154959,3.423526
754,1.722010949,1.142892
755,0.768650478,2.084167
756,-3.747217069,-1.772543
757,-4.254060423,-3.319837
758,0.127470353,0.942614
759,-1.933874808,-0.314553
760,1.529763875,-0.520738
761,0.392203931,0.201619
762,0.250641668,-0.483504
763,-1.494096793,0.514074
764,2.37373417,-0.820052
765,0.561698538,0.648785
766,0.719229939,0.781009
767,-4.411877812,-0.235027
768,0.715719311,-0.799796
769,1.160788783,0.032829
770,1.074341363,-0.480859
771,-3.900499963,-2.424311
772,2.124712754,-3.469333
773,-4.085071462,0.232812
774,0.656659067,-0.912124
775,-1.993408192,-2.926757
776,-0.477562656,-2.749047
777,-2.104327864,0.219211
778,0.601897829,-1.301483
779,-4.259588995,-1.579663
780,1.826062157,-2.772017
781,-3.138978954,2.436182
782,-0.298045542,-0.55618
783,-3.792561033,-1.524656
784,-2.475672641,0.496583
785,-2.926491061,-3.405363
786,0.550733524,1.092734
787,0.465183399,-0.032636
788,1.38801563,1.225187
789,0.32234104,-0.55013
790,3.368291207,0.637681
791,6.794120887,-4.508942
792,2.93175254,0.257824
793,-1.787878958,-1.416479
794,3.17933553,-2.524499
795,-0.189291893,-1.415434
796,-0.834869236,-0.74891
797,-3.973275608,-1.500888
798,-3.917058572,0.560659
799,0.876017985,-4.611189
800,3.199094817,-0.443329
801,0.400984978,0.230309
802,-3.977634447,-0.716667
803,-3.506909318,-0.923011
804,-2.128110106,-0.944825
805,-3.377104259,-0.070881
806,0.836758148,-0.588399
807,-3.087479926,-0.262921
808,-0.187969012,-0.550959
809,-3.044014307,1.711154
810,-3.136961281,1.11064
811,0.803200643,-0.507372
812,1.208593333,-0.558239
813,-2.173769422,-0.538637
814,-0.722583943,-4.650676
815,-4.120141056,-3.058812
816,0.786955349,-1.117757
817,-3.179213412,-2.161971
818,0.751832916,-2.044267
819,2.847216058,-0.380642
820,3.695965548,1.122498
821,1.504808429,-0.444875
822,-0.687068082,-1.100087
823,-1.329380717,-1.410258
824,-4.05786976,0.515866
825,1.280760434,-0.931556
826,4.58135586,1.283957
827,-3.634841349,-2.17469
828,0.609410303,1.867115
829,-4.167705521,-0.181799
830,1.045049364,-0.41057
831,-1.038588814,-1.581839
832,-4.03056423,-5.726347
833,1.648201493,1.075069
834,0.795093297,-0.156002
835,2.604508661,-4.368008
836,-1.636269236,-3.145322
837,-1.550186896,0.663174
838,0.769198341,-3.824965
839,-3.056033275,-2.65896
840,5.478203267,2.617735
841,-0.108374685,1.250017
842,4.060439461,-3.303385
843,2.072302723,-1.364022
844,-3.250560813,-0.614411
845,-4.286818901,0.880777
846,-1.570880313,-0.183959
847,-1.086556011,-2.144264
848,0.163830068,-1.524925
849,-3.072182028,-0.818845
850,-0.436246073,-0.888711
851,2.074227879,2.036536
852,-3.755639374,0.786676
853,1.387480255,2.563802
854,-0.568571735,-1.817601
855,-4.141972463,2.269542
856,7.034145109,-1.058619
857,-2.003539828,-1.688758
858,0.40331077,-0.076435
859,1.439550344,-2.446071
860,-4.115065594,-0.344718
861,0.005732245,-1.386714
862,2.082344735,-1.207447
863,-1.44105719,-0.010942
864,0.36888856,4.373562
865,-0.451546602,-2.481139
866,2.757420482,1.508658
867,-3.142402893,-1.024062
868,0.339993132,0.085908
869,2.117860079,-0.637414
870,5.001834393,-1.891184
871,0.34608377,-0.42978
872,-1.423341539,-0.63777
873,-3.2498228,0.630901
874,0.792630016,-0.27306
875,-2.636498575,0.382406
876,4.984280157,-2.040548
877,-0.503660862,1.375437
878,0.375546374,-2.775595
879,0.449104619,-4.774851
880,-0.322591551,-2.236678
881,3.432784628,-1.426044
882,0.202965302,-2.670021
883,-1.961778802,-3.024221
884,-1.398615771,1.650053
885,-0.794105249,1.083871
886,-0.59403928,-1.844044
887,4.268844746,-1.226233
888,2.317163699,-0.684765
889,-3.615894099,-2.80261
890,-2.505396197,-1.646634
891,-0.040761972,-1.724468
892,1.087637664,-0.754668
893,-0.27175942,-2.743637
894,-3.496543464,-0.496636
895,1.994978958,-1.525349
896,-0.719956534,-0.957555
897,-0.0553959,-1.544755
898,-2.939223778,3.435561
899,-0.358748732,-0.374616
900,-2.008924094,0.43582
901,0.626829269,-0.820737
902,-2.29657698,-0.058612
903,-1.721272973,-1.231237
904,3.383562863,-1.931156
905,-3.626080131,-3.500043
906,0.328584275,-1.192294
907,-2.534634298,-1.175046
908,2.840059606,-3.507704
909,0.149764648,-0.084887
910,-3.527350501,-3.303313
911,2.674609424,-2.974231
912,1.961648424,-0.192786
913,0.887971528,-5.637188
914,1.458779194,-1.622061
915,-3.894858599,-1.001015
916,-0.409817407,0.901805
917,3.303831665,-1.961578
918,2.872884275,-0.661527
919,2.197420695,-1.125697
920,3.054106413,0.57002
921,-4.142892381,-4.498243
922,3.50644608,-0.765101
923,5.925318941,-1.242703
924,-3.079417789,-1.415151
925,0.596448736,0.965885
926,3.279379225,-1.113563
927,2.3700538,-0.801069
928,-3.958257251,-1.854803
929,-0.909487951,-0.090161
930,-3.940675621,-0.685504
931,2.809604486,0.207014
932,0.356562112,-1.038381
933,0.181454661,0.65528
934,-1.118825057,1.541125
935,0.439746534,1.605013
936,-0.595513307,1.155048
937,-0.121377383,0.404379
938,0.480348951,1.033426
939,1.414356571,-1.841341
940,5.903713565,-0.868355
941,0.499643645,-0.614918
942,0.72837664,-1.180398
943,1.012386532,-0.171758
944,-3.670049821,-1.094768
945,0.346719484,-1.188979
946,5.06585538,-1.425453
947,4.058209861,-1.189269
948,-0.122138908,-0.790839
949,0.54697996,0.075711
950,-2.489776111,-1.097968
951,-0.553178521,-0.703001
952,3.775530644,-1.696858
953,2.761241893,-1.151952
954,-2.638423502,-0.391012
955,-0.566983731,-0.809027
956,1.526555912,-1.196909
957,-2.018297759,1.474045
958,-3.950790043,-1.232204
959,4.970437193,-1.678822
960,0.20435277,-1.028566
961,0.413219673,1.602881
962,0.614549708,1.289995
963,-1.021082405,1.212708
964,-0.617422205,-1.572796
965,0.336165569,1.070922
966,0.738018259,-4.087546
967,-2.416652848,-2.851245
968,1.837647495,-0.400369
969,-0.029150822,0.42619
970,-0.553452408,1.645645
971,-4.334672577,-1.335422
972,3.997117361,-0.307682
973,-0.171237094,-2.82695
974,-3.004437629,0.021871
975,-2.581665865,-1.965732
976,1.58930721,-0.316514
977,0.877896291,-0.631966
978,3.733382063,-1.600716
979,-1.499462328,-3.89107
980,-4.099598233,0.04815
