id_train,x,y,z
41132,0.776913,0.095003,0.089371687
64678,0.120424,0.752255,-0.080165005
19165,0.392889,0.377569,0.805475302
5519,0.916152,0.841444,0.570767466
68401,0.131212,0.149157,-2.083752403
89114,0.758984,0.479911,-2.612251557
50005,0.765698,0.59527,-0.557182778
8705,0.610193,0.20325,1.463477836
36390,0.380789,0.856397,-2.709832509
83717,0.672526,0.89131,0.611686101
39045,0.821469,0.418555,-2.78556213
67248,0.843809,0.1785,-2.953120825
12259,0.317769,0.194247,5.482540103
8325,0.356786,0.487739,0.735566246
23525,0.948882,0.134539,-3.404752361
39493,0.948638,0.344854,-2.08482325
22515,0.619333,0.882643,-0.061423819
4472,0.393927,0.475074,-0.018963006
6544,0.682231,0.512978,-1.388779673
35736,0.601083,0.525704,-3.672402281
32574,0.35108,0.177783,5.387214798
51520,0.693233,0.581277,0.842079774
63029,0.61004,0.564034,-3.207651144
6337,0.462058,0.794461,-2.068695989
77598,0.764141,0.197375,-2.813842846
65433,0.37641,0.138369,5.389268073
865,0.032044,0.818326,0.827868832
86072,0.449195,0.080705,7.69745545
82488,0.158587,0.085588,-2.041515609
66335,0.044968,0.022461,0.894304798
49441,0.560433,0.878889,-0.533258991
14048,0.768444,0.374899,-4.185148786
68917,0.037232,0.042283,1.875861069
1960,0.487617,0.053269,6.92943903
11808,0.090272,0.230793,2.950402503
76137,0.237675,0.033677,-1.562286055
57095,0.201205,0.16228,3.696599132
64030,0.7346,0.312734,-4.261980055
68438,0.109117,0.527626,-0.356570715
52504,0.146029,0.387457,5.070752429
12244,0.351019,0.108721,1.65564219
51981,0.986496,0.733059,0.536481068
32672,0.592737,0.102068,-0.879423809
67397,0.708583,0.096818,3.526502114
2744,0.912566,0.824979,0.846680956
6926,0.20763,0.100175,1.626825373
30342,0.458564,0.733745,-2.190579347
80831,0.023087,0.82536,0.612888116
28843,0.464347,0.811902,-1.708223737
27251,0.50576,0.740887,-1.98448551
66337,0.263859,0.27837,5.426179019
35113,0.578485,0.162707,0.448876999
8574,0.560418,0.661967,-2.799198049
45403,0.272709,0.696254,-1.53304209
23881,0.660533,0.548074,-0.605655564
1360,0.452689,0.237812,-0.200979362
71428,0.595453,0.386709,-3.533854311
50650,0.833616,0.40618,-2.769807389
51678,0.904021,0.12398,-1.014072281
27750,0.702556,0.138018,3.428780223
29968,0.616999,0.67068,-1.372428205
28917,0.326513,0.365316,-1.22644981
78737,0.103075,0.026123,-3.955214309
40057,0.076722,0.887587,-2.641424844
71907,0.204074,0.22121,0.152550669
68664,0.052598,0.354208,0.328192051
3302,0.171496,0.750439,-1.826479189
63708,0.451545,0.302388,0.85943718
11514,0.245014,0.899504,-3.670948652
31374,0.424247,0.145785,4.586004261
28816,0.710964,0.629328,0.716254939
14933,0.264134,0.054871,4.365718765
51159,0.812253,0.647242,0.007221623
23853,0.091127,0.395483,3.714305129
69176,0.241459,0.693248,-0.653348204
22460,0.395422,0.953368,-1.189462486
34058,0.389837,0.146517,5.412356352
14126,0.026886,0.419226,0.737789501
1122,0.615518,0.383948,-3.807659774
11621,0.980163,0.644968,0.653076226
22327,0.698528,0.795972,0.143469078
76262,0.607691,0.541329,-3.315742081
19727,0.536767,0.870024,-0.699184034
7009,0.557092,0.94136,-0.257510461
71283,0.951751,0.308431,-2.526250555
48190,0.790631,0.856687,0.417402182
89720,0.918441,0.651255,2.35215705
50401,0.012955,0.587564,2.638081263
7532,0.27216,0.269444,5.673711056
67008,0.761318,0.370901,-4.20926712
32507,0.633371,0.303807,-2.177318692
67434,0.625559,0.279332,-1.147023079
41285,0.759121,0.873411,0.285096136
9508,0.035645,0.56524,3.635992975
17303,0.196368,0.093431,-0.883412793
59125,0.174075,0.046784,-0.073089849
55090,0.453239,0.483314,-1.315533127
78984,0.228183,0.676585,0.130818475
52893,0.816388,0.890654,0.424215683
73024,0.077073,0.620813,1.679698049
25846,0.083162,0.795407,-0.130835297
40035,0.344274,0.576486,-1.440905222
31590,0.544106,0.579294,-3.61688153
39190,0.746639,0.157031,-0.542473597
27304,0.876432,0.374731,-2.104972143
23707,0.568399,0.176989,0.593667202
26800,0.33991,0.260197,1.199421678
45019,0.054002,0.550652,3.597351567
35843,0.276539,0.724498,-2.615110803
757,0.355474,0.180697,5.237317291
46385,0.563958,0.38088,-2.40137076
55342,0.750439,0.496223,-2.410274802
4201,0.566537,0.400168,-3.417972531
73226,0.607172,0.527382,-3.911575293
10671,0.049149,0.001617,-1.937306483
24314,0.385779,0.800443,-3.524790697
32097,0.771283,0.089296,0.505081664
73183,0.0654,0.936095,-2.974233438
15979,0.811841,0.024002,0.960529736
57715,0.964874,0.357855,-1.496651253
50027,0.03093,0.177249,2.920439314
18281,0.521859,0.519799,-3.471774196
47623,0.465873,0.43769,-0.582580223
13701,0.623316,0.748882,-0.858585361
16046,0.767132,0.407797,-3.700782372
20740,0.478828,0.529503,-1.658425029
85526,0.242451,0.656764,1.176086206
80987,0.484184,0.044541,7.119145037
87982,0.029694,0.039124,0.89098664
42724,0.324529,0.208804,5.238501161
32510,0.792172,0.702754,-0.089857744
27670,0.172564,0.21236,1.717482729
87377,0.594308,0.490394,-4.27513266
8080,0.354894,0.796185,-3.816936165
25750,0.871809,0.00827,0.635540113
5947,0.924865,0.842634,0.767155442
15147,0.590906,0.199832,1.466442572
34183,0.559915,0.591363,-3.575700196
71757,0.966705,0.453223,-0.655369514
52136,0.010712,0.140551,-2.742538775
88425,0.565148,0.982391,0.350834947
40319,0.968002,0.709453,0.603098806
69197,0.948775,0.607095,1.183040746
75266,0.603235,0.938247,0.35301533
19217,0.29218,0.846387,-4.029363703
73265,0.24535,0.306996,4.815821602
38927,0.645411,0.571969,-1.172239658
71125,0.647776,0.295293,-2.025832104
71602,0.653712,0.3299,-3.265117462
28093,0.1897,0.682887,-0.01798517
84793,0.926589,0.606897,2.142073602
40755,0.381308,0.6636,-4.025506608
4056,0.124834,0.6869,1.280901316
75765,0.051316,0.792233,0.927278627
31424,0.493706,0.869383,-0.874057607
35032,0.570657,0.868162,-0.417585526
17074,0.232242,0.745205,-2.79679328
62699,0.440909,0.155764,3.200717797
26620,0.311574,0.197299,5.536334918
62453,0.45214,0.352026,1.34257843
21726,0.429786,0.827649,-2.316267347
45020,0.375952,0.932555,-1.742192471
59333,0.618677,0.001465,0.047744343
48357,0.780743,0.118379,-0.54439096
48762,0.36849,0.492454,0.207552766
51341,0.841215,0.710292,0.669809707
82143,0.285283,0.941375,-2.38728853
73425,0.861723,0.427451,-1.608126038
3346,0.807965,0.346639,-3.712279158
6092,0.81117,0.538674,-0.826265576
81826,0.086564,0.60827,1.219891293
58471,0.550439,0.094987,-0.845965162
88434,0.467979,0.425544,-0.368421899
7473,0.115785,0.232319,3.603514807
13442,0.456931,0.342519,1.437898321
19591,0.442939,0.57995,-1.733509087
19868,0.285191,0.205768,5.408026983
24154,0.471366,0.429389,-0.531922225
12772,0.894591,0.651286,3.042372191
69238,0.73254,0.941894,0.616790685
33304,0.293904,0.981888,-1.118003697
3777,0.311604,0.838483,-3.722162168
89952,0.439368,0.342,1.278146664
76497,0.49102,0.380911,0.257866572
63215,0.328527,0.56228,-0.102141412
922,0.14023,0.862364,-3.881835246
45602,0.799145,0.036591,1.002351996
58386,0.778195,0.541543,-1.490658958
19863,0.503731,0.134051,1.11364729
29741,0.721477,0.322255,-4.143847267
58496,0.844083,0.2056,-3.502331455
54481,0.91223,0.442252,-0.684167043
23965,0.376165,0.54406,-1.660596287
11000,0.835218,0.448631,-1.950798433
22018,0.656641,0.554162,-0.888360345
21349,0.057435,0.314702,3.010609567
26458,0.91046,0.310506,-2.554218824
61316,0.118654,0.162325,-1.71840053
78051,0.799557,0.293996,-4.22875733
562,0.297215,0.982696,-1.193788844
2966,0.795377,0.438148,-2.921297669
5863,0.719783,0.648692,0.385689602
5482,0.564294,0.749554,-1.839210074
4614,0.57937,0.824613,-0.711356733
38655,0.846616,0.859739,0.539104825
56398,0.194446,0.891737,-4.085674824
64209,0.055924,0.905898,-2.416680778
53069,0.578943,0.134157,-0.290494005
63891,0.24094,0.788022,-3.975624762
61314,0.509148,0.40824,-1.433872306
8740,0.226047,0.842863,-4.077160144
62182,0.838514,0.328985,-3.505673288
23254,0.180148,0.916381,-4.203673416
1739,0.465446,0.698436,-1.990633076
54756,0.304921,0.182345,4.962270527
7790,0.09221,0.729458,1.433184833
41564,0.559609,0.115023,-1.120790165
36928,0.534813,0.139513,-0.719310999
29522,0.547814,0.092607,-0.397526851
46116,0.125399,0.292515,0.019317621
83168,0.622889,0.762341,-0.765884621
39693,0.137865,0.607477,0.776034405
54052,0.090547,0.884855,-3.30588301
18561,0.966232,0.718822,0.684091082
5874,0.699062,0.759609,0.342051062
36458,0.335744,0.885145,-2.974334071
58427,0.263874,0.795514,-3.866067753
26015,0.413611,0.231785,-1.014953322
87943,0.495583,0.212711,0.573971504
77080,0.7196,0.100267,2.922574742
8483,0.643015,0.227985,0.732362766
28396,0.008331,0.846143,0.40075068
27931,0.178775,0.471901,-1.341505972
40438,0.023499,0.158831,1.690060256
23413,0.606622,0.937758,-0.085520288
16196,0.919585,0.194873,-2.528765817
57818,0.537453,0.622019,-2.91750678
20344,0.048966,0.84094,-0.44705986
5672,0.36112,0.372656,0.17540347
33587,0.219791,0.339986,4.295222107
31813,0.16997,0.942809,-4.084651826
14359,0.219104,0.707942,-1.247236275
63437,0.693462,0.585565,0.892216582
31943,0.136217,0.098528,-1.053550647
54711,0.978576,0.834333,0.353005833
66622,0.903044,0.628092,3.281871147
22855,0.024552,0.13283,-1.356699932
13749,0.936584,0.738537,0.955628557
27214,0.46569,0.729702,-2.147227455
64415,0.086946,0.926055,-3.535221132
3407,0.89453,0.613458,3.307699767
28347,0.229603,0.041413,-1.663551407
18095,0.027573,0.211795,-0.660718786
35901,0.210025,0.597681,2.323237168
74211,0.312917,0.175891,4.519026253
17529,0.606287,0.388617,-3.761850295
20284,0.276921,0.543267,3.340106999
38257,0.021546,0.780499,1.408936743
22607,0.954314,0.774868,0.574125009
42020,0.328756,0.071763,0.971644122
527,0.554437,0.171359,0.157819869
85308,0.931228,0.711742,1.021989516
18056,0.622232,0.698955,-1.078159219
68559,0.345251,0.497414,0.663722055
18616,0.641291,0.973541,0.950519689
82514,0.487572,0.003784,5.077192339
36766,0.38088,0.84622,-2.838685457
5887,0.994858,0.298924,-2.200313344
61468,0.575586,0.877821,-0.522380618
18921,0.972412,0.909407,0.617639198
3121,0.189639,0.092638,-1.621722537
1191,0.436957,0.195926,0.37242513
85318,0.178103,0.161807,3.690782751
47253,0.490303,0.622522,-1.129398215
44444,0.496483,0.456184,-1.979028852
10482,0.544701,0.161578,-0.335106182
5754,0.934813,0.016953,-2.140619438
35364,0.4215,0.257633,-1.167335015
25685,0.419059,0.276646,-0.996748494
51838,0.484642,0.360891,1.045371266
12914,0.657191,0.732708,-0.050066875
79477,0.207172,0.921965,-4.097461015
4634,0.000641,0.810346,1.181772534
6431,0.786496,0.42977,-3.03894316
50947,0.599039,0.153704,1.079597193
43153,0.172778,0.941009,-4.170104868
16524,0.054856,0.452399,5.573678942
2737,0.442985,0.989899,0.530537866
30143,0.832074,0.768704,0.63419086
5179,0.191501,0.656611,0.937487883
75677,0.671015,0.197086,2.069188568
9358,0.920562,0.044862,-1.854420569
11068,0.821698,0.222797,-4.133885786
29981,0.253895,0.120287,5.689037445
77439,0.300145,0.706218,-3.318592342
29976,0.791287,0.395315,-3.423148981
68540,0.361807,0.641703,-3.758614087
69366,0.058015,0.67985,2.422746047
88652,0.960845,0.223087,-3.059022544
38404,0.432822,0.019486,1.637865039
9115,0.34786,0.667109,-3.745240613
70213,0.716487,0.877714,0.386094944
11938,0.575051,0.471275,-4.282584064
52900,0.810086,0.597925,-0.210911199
45426,0.813565,0.734356,0.269198634
81904,0.065232,0.646113,2.092380632
78870,0.532616,0.007065,5.138755305
81555,0.66598,0.75877,0.149082683
46004,0.026383,0.925322,-2.294938821
5706,0.813519,0.775494,0.39465924
56932,0.032151,0.899565,-1.844690615
88458,0.412375,0.560998,-2.473321923
50083,0.5411,0.481178,-4.014446255
39469,0.101503,0.626139,1.176022779
72051,0.890761,0.081498,-0.161053246
49103,0.319219,0.271794,1.93148555
10799,0.763012,0.061418,1.272236597
12309,0.641093,0.724147,-0.443728181
34271,0.818677,0.538598,-0.813247099
26035,0.972107,0.452125,-0.391804242
24440,0.676265,0.516976,-1.378631247
50899,0.500511,0.733654,-2.017832704
44061,0.468193,0.776699,-1.997183882
48775,0.687175,0.449149,-3.261337776
32721,0.77406,0.741955,-0.000837556
41773,0.410559,0.387503,1.268328037
69036,0.57995,0.004227,2.173526485
34175,0.937926,0.781643,0.5075277
4577,0.631388,0.24683,0.179224615
73921,0.670314,0.312627,-3.036578908
70711,0.136645,0.83856,-3.443151192
39851,0.398474,0.600916,-3.100868362
85510,0.90753,0.286397,-2.698312203
44504,0.15378,0.08394,-1.250193361
11766,0.834668,0.783963,0.366350031
44914,0.395361,0.512154,-1.121799865
7750,0.439048,0.231098,-0.55390438
63106,0.956573,0.19649,-3.33474183
55737,0.919127,0.322789,-2.229376607
17310,0.199161,0.301411,4.283067303
31215,0.445502,0.825971,-2.01808397
65614,0.181598,0.710231,-0.551907606
54123,0.713741,0.919661,0.742517798
48052,0.121675,0.644923,1.69306765
23195,0.405066,0.467781,0.04589244
14223,0.736721,0.281743,-3.988138334
7675,0.292836,0.535332,2.504371635
81459,0.187533,0.513176,-0.812332272
79240,0.81004,0.492515,-1.660891398
50175,0.856626,0.132113,-1.385152971
66238,0.557504,0.831083,-1.007485674
69687,0.103685,0.243259,3.758740615
21549,0.76846,0.78436,0.021794587
3360,0.494484,0.099931,4.058276166
41085,0.686809,0.490929,-2.42045148
58939,0.39501,0.868666,-2.395325893
59963,0.260319,0.382483,-0.834403786
77764,0.980392,0.153674,-3.72028405
6837,0.65069,0.487724,-3.13390771
2903,0.156451,0.038239,0.587597688
73310,0.928862,0.197391,-2.874621205
20041,0.736843,0.839933,0.359653829
39378,0.870054,0.089845,-0.221730579
15713,0.863951,0.705303,1.314127858
40116,0.218799,0.014115,-0.6894073
18795,0.557153,0.78291,-1.443016226
25907,0.934569,0.97641,1.170740254
46035,0.267765,0.01854,-0.411927897
74191,0.675547,0.632319,1.480275929
2121,0.820768,0.12488,-1.897788452
62796,0.081315,0.537713,1.325714585
87,0.608087,0.910292,-0.012265764
85046,0.17586,0.093477,-2.554575104
11879,0.134096,0.851164,-3.758716748
17556,0.170977,0.457069,-0.628481312
77769,0.705684,0.907225,0.4961211
36385,0.679133,0.717632,0.595389616
40203,0.433494,0.942107,-0.748178499
46240,0.790066,0.973632,0.408944817
19844,0.654871,0.276112,-1.67127262
78342,0.046235,0.05716,1.061052343
53790,0.424125,0.316503,0.264448796
39147,0.443122,0.35404,1.404304622
3631,0.205814,0.017563,-0.048731345
3690,0.729702,0.931533,0.492628053
43169,0.891859,0.788128,0.839146388
12103,0.534691,0.917449,-0.291616735
36898,0.798749,0.313298,-4.340305723
57842,0.199741,0.56907,1.700528439
22075,0.462425,0.938506,0.000238544
58851,0.142275,0.267033,0.078877441
3430,0.602136,0.21944,1.218942216
1706,0.586023,0.686839,-2.075074742
31925,0.295552,0.708629,-2.987949309
86133,0.528298,0.264271,1.051046869
27221,0.729137,0.903548,0.518800158
20888,0.555871,0.352377,-1.540433512
66493,0.579797,0.304921,-0.513883155
11985,0.431846,0.103029,6.754365862
79309,0.093095,0.162097,-1.471152972
70774,0.796597,0.690043,-0.190194597
4543,0.972946,0.674449,0.667076018
73018,0.653483,0.304555,-2.623376185
39606,0.276158,0.163012,2.857515914
70983,0.62591,0.418799,-4.244810533
83833,0.871992,0.398856,-2.069644372
63896,0.159457,0.746502,-1.312903234
30639,0.977249,0.048402,-3.934914989
39470,0.038392,0.481987,6.159635502
69319,0.653666,0.674632,0.174353624
4997,0.530709,0.35613,-0.460571276
42369,0.732494,0.22887,-2.496323194
24725,0.621103,0.897597,0.169546328
57034,0.59884,0.72697,-1.655921222
47038,0.562066,0.644877,-2.988209801
56635,0.268589,0.456352,0.604818293
2750,0.022736,0.164691,2.183544443
3253,0.895186,0.516686,1.242998861
24929,0.843626,0.295094,-3.800945231
20958,0.298024,0.401389,-0.83504426
48596,0.608423,0.872831,-0.221521381
22868,0.562692,0.420584,-3.633230721
58617,0.302174,0.106554,1.891774711
22945,0.244968,0.631418,2.766151428
52160,0.849348,0.830304,0.561985594
77155,0.926726,0.135027,-2.253760904
51885,0.570535,0.784909,-1.300210811
76789,0.61564,0.993225,0.533699764
45592,0.467399,0.910277,-0.284843082
57037,0.064958,0.418021,3.689978902
71810,0.092012,0.98967,-3.555790598
3324,0.969665,0.171176,-3.522406872
40986,0.369818,0.863508,-2.957971787
39411,0.511498,0.530999,-3.326275301
21193,0.973892,0.03682,-3.668996127
82808,0.355444,0.993088,-1.212785437
29346,0.595819,0.950988,0.013217635
3054,0.039689,0.121431,0.035391481
60301,0.365515,0.468101,0.735340329
65110,0.834745,0.467475,-1.713298085
45355,0.855634,0.748272,0.802522637
79294,0.53846,0.763012,-1.744317779
42737,0.099306,0.416815,5.07849449
19329,0.194903,0.765087,-2.871286988
39848,0.121233,0.2309,3.637718753
58665,0.734112,0.317494,-4.334137091
70964,0.499382,0.961746,0.354857574
66676,0.265888,0.515175,2.899134246
58974,0.222904,0.556725,2.79150379
17249,0.572396,0.635554,-2.731589772
36135,0.23827,0.219699,2.60206273
58270,0.00882,0.452338,1.789028295
12949,0.217029,0.490043,-0.12067441
69406,0.946883,0.663996,1.010591938
58903,0.233936,0.433005,-1.167051503
42560,0.752956,0.550469,-1.316930897
62458,0.797238,0.140291,-1.937104283
24393,0.217258,0.668299,0.403394343
17822,0.118105,0.033143,-4.073247004
55329,0.937865,0.774624,0.771478507
51002,0.631968,0.863203,-0.411704362
14726,0.940414,0.138369,-3.029096939
76518,0.986725,0.04622,-4.144087694
25020,0.174166,0.041901,0.462116183
87570,0.798764,0.723552,-0.072374743
70987,0.200565,0.651331,1.209950142
82936,0.835538,0.770535,0.450715371
61036,0.660365,0.934813,1.031594255
77626,0.345495,0.606928,-2.42592595
47168,0.039994,0.734264,1.920128705
83345,0.799588,0.863478,0.377250816
68762,0.881575,0.445533,-0.829181678
59304,0.812085,0.417975,-2.813914499
9230,0.17464,0.805432,-3.62086382
24413,0.907683,0.693446,2.037934965
67741,0.228534,0.263645,4.570341627
33957,0.508278,0.777707,-1.850799618
63403,0.868269,0.2215,-2.99635104
51182,0.544396,0.273945,0.946468257
70879,0.230716,0.519493,1.810966578
48790,0.045808,0.712139,2.33111338
10186,0.063569,0.279469,4.168723208
13502,0.969284,0.379126,-1.403534328
55194,0.537194,0.064851,1.332491323
25782,0.008011,0.257084,-2.999054295
29423,0.32694,0.433463,0.728408121
44972,0.918578,0.149798,-1.876644204
83847,0.153902,0.469123,-0.402889012
40165,0.87187,0.556054,2.030578793
37597,0.348318,0.832197,-3.697058454
79247,0.593423,0.092836,-0.770123206
69818,0.805829,0.19968,-3.732487885
71869,0.645884,0.516533,-2.871234534
9444,0.77052,0.007141,1.072130796
47179,0.81207,0.507332,-1.585042515
55603,0.562844,0.268696,0.98893209
60827,0.827131,0.379126,-3.225493818
10114,0.829328,0.969604,0.689712755
17965,0.078492,0.039063,-1.803204404
19218,0.273915,0.446555,0.295184785
8631,0.013489,0.764279,1.187436062
52906,0.028794,0.437995,2.428666685
44060,0.092088,0.011704,-0.822745779
67501,0.518441,0.546563,-3.309719173
78539,0.960922,0.330343,-2.008418479
87230,0.839902,0.891447,0.661239077
45236,0.03537,0.231724,-1.961422119
30674,0.112551,0.118059,-0.064554777
56583,0.602914,0.125734,0.560792484
36949,0.016968,0.708721,0.680204133
61434,0.364141,0.02887,1.113668913
33218,0.136431,0.670115,1.365449963
61810,0.408011,0.545083,-2.158151907
24221,0.213535,0.966873,-3.119285728
41173,0.146777,0.953628,-4.136897713
74114,0.458549,0.81529,-1.793893571
51358,0.366461,0.661723,-4.099399692
65384,0.632044,0.95172,0.525261379
8230,0.102968,0.543008,-0.201194422
68186,0.862928,0.081651,-0.291015613
33453,0.299184,0.121233,1.626545145
15006,0.282475,0.658625,0.025460644
15341,0.935119,0.387091,-1.792909934
11860,0.844831,0.115892,-1.473202745
74127,0.59089,0.857221,-0.554181826
66264,0.695155,0.745144,0.353989472
55924,0.82884,0.130053,-2.012334444
61130,0.872862,0.017517,0.511634732
20863,0.683955,0.837613,0.541585841
46749,0.639307,0.838041,-0.095433155
2961,0.188708,0.639994,1.457200762
27997,0.256474,0.212833,3.98714787
52030,0.638148,0.431357,-4.141280344
30641,0.64242,0.035966,-0.23783013
66436,0.484611,0.483543,-1.923509032
26013,0.590356,0.55111,-3.494746223
78089,0.638239,0.932235,0.522950833
52512,0.445197,0.338949,1.281091953
83644,0.729961,0.097353,2.009642
23876,0.63772,0.383597,-4.043277437
9251,0.083482,0.347433,0.072769235
77538,0.096513,0.984741,-3.477261575
71443,0.146777,0.251743,0.581641868
57381,0.405707,0.31696,-0.362839812
34391,0.490013,0.713909,-1.92415844
7531,0.955001,0.40206,-1.404615398
75077,0.168841,0.93785,-4.250172278
86560,0.951461,0.843793,0.583008589
14536,0.220401,0.744137,-2.792065758
53129,0.50837,0.226276,0.812556255
79903,0.787961,0.897292,0.33604308
14909,0.354345,0.367239,-0.366764867
60517,0.1523,0.588968,0.452420765
74876,0.474861,0.528038,-1.53851631
69848,0.907469,0.679698,2.212440226
22505,0.253101,0.481193,1.159560225
48012,0.601907,0.901259,0.046761949
31927,0.750225,0.906508,0.176862139
15896,0.19353,0.798917,-3.80934986
43854,0.865736,0.09546,-0.263304935
4797,0.822004,0.922042,0.340737537
38890,0.986175,0.677348,0.561170155
